Longitude	Latitude	Name	Cruise	Year	Month	Day	Depth_m	Temperature_degreesC	Salinity_psu	Oxygen_mll	Hydrogen_Sulphide_umoll	Ammonium_Nitrogen_umoll
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	115.88307	6.0271	11.2571	0.23		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	116.37816	6.0274	11.2585	0.22		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	116.873245	6.0291	11.2633	0.2		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	117.368324	6.042	11.2882	0.21		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	117.86341	6.0545	11.3118	0.22		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	118.35849	6.0659	11.3324	0.22		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	118.85357	6.0755	11.3492	0.21		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	119.34865	6.084	11.3639	0.2		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	119.84373	6.0899	11.3738	0.19		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	120.338806	6.0929	11.3782	0.18		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	120.83388	6.0956	11.3844	0.19		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	121.32895	6.1058	11.4072	0.2		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	121.82403	6.1124	11.417	0.2		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	122.3191	6.1212	11.4301	0.18		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	122.81416	6.125	11.4362	0.16		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	123.309235	6.1287	11.4478	0.16		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	123.804306	6.1322	11.4581	0.17		0.2
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	124.29937	6.1348	11.4623	0.19		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	124.79443	6.1366	11.4655	0.19		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	125.2895	6.1421	11.4717	0.16		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	125.78456	6.1581	11.4873	0.11		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	126.279625	6.1664	11.5015	0.09		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	126.77469	6.1712	11.52	0.11		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	127.269745	6.1746	11.5384	0.16		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	127.7648	6.1833	11.5508	0.18		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	128.25986	6.192	11.5559	0.16		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	128.75491	6.2148	11.5804	0.1		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	129.24997	6.2353	11.6073	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	129.74503	6.2476	11.6287	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	130.24008	6.2594	11.652	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	130.73512	6.2687	11.6733	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	131.23018	6.2757	11.6884	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	131.72522	6.2794	11.6995	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	132.22028	6.2879	11.7233	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	132.71532	6.2854	11.7422	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	133.21036	6.2883	11.7536	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	133.70541	6.2994	11.7659	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	134.20045	6.3188	11.7809	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	134.6955	6.3251	11.7926	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	135.19054	6.3283	11.7979	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	135.68558	6.3314	11.8051	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	136.1806	6.3365	11.8156	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	136.67564	6.3397	11.8217	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	137.17068	6.3431	11.8287	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	137.66571	6.3481	11.8396	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	138.16075	6.3543	11.8541	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	138.65578	6.3632	11.8719	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	139.15082	6.3665	11.8788	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	139.64584	6.3692	11.8846	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	140.14087	6.3709	11.8875	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	140.6359	6.3734	11.893	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	141.13092	6.3766	11.8997	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	141.62595	6.3826	11.9115	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	142.12097	6.3885	11.9229	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	142.616	6.3898	11.9252	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	143.11101	6.3902	11.9256	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	143.60603	6.3921	11.9304	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	144.10106	6.3953	11.9367	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	144.59607	6.4017	11.9531	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	145.09108	6.41	11.9697	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	145.5861	6.4156	11.98	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	146.08112	6.4178	11.9845	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	146.57613	6.4198	11.9883	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	147.07114	6.4216	11.9918	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	147.56615	6.4228	11.9942	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	148.06116	6.4238	11.9963	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	148.55617	6.4248	11.9986	0.07	15	4.1
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	149.05118	6.4269	12.0036	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	149.54617	6.4295	12.0084	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	150.04118	6.4282	12.0061	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	150.5362	6.4336	12.0167	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	151.03119	6.4363	12.0224	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	151.52618	6.4382	12.0258	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	152.0212	6.4402	12.0309	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	152.51619	6.4435	12.0375	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	153.01118	6.4451	12.0394	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	153.50618	6.4411	12.0366	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	154.00117	6.4565	12.0645	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	154.49617	6.4582	12.0674	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	154.99117	6.4605	12.0722	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	155.48616	6.4618	12.0756	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	155.98114	6.4638	12.0793	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	156.47614	6.4655	12.0818	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	156.97112	6.4615	12.0755	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	157.46611	6.4683	12.0873	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	157.96109	6.4696	12.0898	0.07		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	158.45607	6.4714	12.0935	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	158.95107	6.4722	12.0953	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	159.44604	6.4731	12.0975	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	159.94102	6.475	12.102	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	160.436	6.4772	12.1067	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	160.93098	6.4782	12.1088	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	161.42595	6.4792	12.1108	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	161.92093	6.4801	12.1121	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	162.41591	6.4808	12.1134	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	162.91087	6.4817	12.1151	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	163.40585	6.4821	12.1159	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	163.90082	6.4823	12.1166	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	164.3958	6.4831	12.1183	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	164.89076	6.4851	12.1221	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	165.38573	6.487	12.1275	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	165.88069	6.4882	12.1348	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	166.37566	6.489	12.1366	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	166.87062	6.4888	12.138	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	167.36559	6.4884	12.1392	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	167.86055	6.4869	12.1442	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	168.3555	6.4894	12.1496	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	168.85046	6.4909	12.1547	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	169.34543	6.4924	12.1589	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	169.84038	6.4937	12.1612	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	170.33533	6.4947	12.1631	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	170.83029	6.4963	12.1655	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	171.32524	6.4988	12.168	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	171.82019	6.5005	12.1701	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	172.31514	6.5013	12.1711	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	172.81009	6.5022	12.1721	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	173.30504	6.5028	12.1727	0.06	27	6.6
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	173.79999	6.5032	12.173	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	174.29494	6.5034	12.1734	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	174.78987	6.5042	12.1743	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	175.28482	6.505	12.1762	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	175.77975	6.5033	12.1735	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	176.2747	6.5043	12.1762	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	176.76964	6.5075	12.1814	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	177.26459	6.5081	12.1818	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	177.75952	6.5085	12.1821	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	178.25446	6.5093	12.1824	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	178.74939	6.5096	12.1827	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	179.24432	6.5095	12.1824	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	179.73926	6.5093	12.1824	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	180.23419	6.5097	12.1828	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	180.72911	6.5108	12.1841	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	181.22404	6.5107	12.1844	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	181.71898	6.5106	12.1846	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	182.2139	6.5106	12.1849	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	182.70883	6.5101	12.1838	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	183.20375	6.5097	12.1832	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	183.69867	6.5113	12.1851	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	184.19359	6.5129	12.1858	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	184.68852	6.5134	12.1862	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	185.18344	6.5136	12.1864	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	185.67836	6.5136	12.1865	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	186.17326	6.5134	12.1865	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	186.66818	6.5138	12.1869	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	187.1631	6.514	12.1871	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	187.65802	6.5139	12.1873	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	188.15292	6.514	12.1876	0.06	29	7.5
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	188.64784	6.5142	12.1884	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	189.14275	6.5129	12.1902	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	189.63765	6.5105	12.1929	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	190.13257	6.5068	12.1977	0.06		
19.8788	57.9982	Opensea Eastern Gotland Basin	34AR	2016	1	8	190.62747	6.506	12.1986	0.06		
